status_id,created_at,screen_name,text,favorite_count,retweet_count,media_type,media_url,slug,human,human_count,type,race,race_confidence,gender,gender_confidence,comments,county,coder
1.13E+18,5/15/19 21:51,raleighpolice,"🎗️🎗️🎗️We suffered three line of duty deaths in 1968. Officer Sparks, Officer Allen &amp; Officer Lee. #RPDfallen #NationalPoliceWeek https://t.co/d26W9ptz8I",2,0,photo,http://pbs.twimg.com/media/D6ozE5QWsAA4jJQ.png,D6ozE5QWsAA4jJQ.png,1,1,1,1,2,1,2,Dead Officer,Raleigh,Webb
1.13E+18,5/16/19 21:23,raleighpolice,He was a gentleman &amp; retrieved her purse. He helped the other passengers find rides home &amp; sat back at the wheel. Ms. Johnson produced a handgun and shot him from the backseat. Officer Adams had been serving with RPD for 12 years. #RPDfallen #NationalPoliceWeek https://t.co/oVO63bYmIQ,13,2,photo,http://pbs.twimg.com/media/D6t-RIlWkAYg1y1.png,D6t-RIlWkAYg1y1.png,1,1,1,1,2,1,2,Dead Officer,Raleigh,Webb
1.42E+18,7/16/21 21:53,raleighpolice,Detectives have made arrests in connection with the May 2 stabbing incident in the 600 block of Creekside Drive. Rene Jhovany Rodrigues-Bustos (26) has been charged with Assault With a Dangerous Weapon With Intent to Kill Inflicting Serious Injury and Felony Conspiracy. https://t.co/AaPmrrH1pp,1,0,photo,http://pbs.twimg.com/media/E6cwhDCXoAEsfUr.jpg,E6cwhDCXoAEsfUr.jpg,1,1,1,1,2,1,1,,Raleigh,Webb
1.42E+18,7/20/21 17:06,raleighpolice,"Raleigh Police officers have arrested Juan Alejandro Sandoval, 24, in connection with this hit and run fatality. He is charged with Felony Death by Vehicle, Felony Hit and Run, and Driving While Impaired. https://t.co/eTwjP7E3KA",0,0,photo,http://pbs.twimg.com/media/E6wVWm8WEAYziRb.jpg,E6wVWm8WEAYziRb.jpg,1,1,1,1,2,1,2,,Raleigh,Webb
1.27E+18,6/18/20 19:59,raleighpolice,"@worstvice3 @ABC11_WTVD Raleigh Police charged Richard Rubalcava with 1st and 2nd degree Arson, Felony Inciting a Riot, and Felony Trespassing During an Emergency. Agents with the @ATFHQ charged the defendant with two counts of violating 18 U.S.C. 844(i). https://t.co/ILY35kk8S4",2,2,photo,http://pbs.twimg.com/media/Ea0cEbKX0AIzUu8.jpg,Ea0cEbKX0AIzUu8.jpg,1,1,1,1,2,1,1,,Raleigh,Webb
1.20E+18,11/15/19 16:59,raleighpolice,"ARMED AND DANGEROUS:
🚨Red 2008 Dodge Charger tag FMA-1307.
We have made one arrest in 24 YO Kimberly Holder's murder on Bragg St last Friday, and are searching for these two suspects and vehicle.
👀See them? Call 911.
Info on them? 919-834-HELP @CrimeStoppersNC https://t.co/Cca5YCYEaR",7,4,photo,http://pbs.twimg.com/media/EJbdA8UWsAED8oM.png,EJbdA8UWsAED8oM.png,1,2,1,2,2,1,2,ADDED,Raleigh,Webb
1.20E+18,11/15/19 16:59,raleighpolice,"ARMED AND DANGEROUS:
🚨Red 2008 Dodge Charger tag FMA-1307.
We have made one arrest in 24 YO Kimberly Holder's murder on Bragg St last Friday, and are searching for these two suspects and vehicle.
👀See them? Call 911.
Info on them? 919-834-HELP @CrimeStoppersNC https://t.co/Cca5YCYEaR",7,4,photo,http://pbs.twimg.com/media/EJbdA8UWsAED8oM.png,EJbdA8UWsAED8oM.png,1,2,1,3,2,2,2,"two images, armed and dangerous",Raleigh,Webb
1.20E+18,11/14/19 16:02,raleighpolice,"🚨👀Red 2008 Dodge Charger tag FMA-1307.
We have made one arrest in last Friday's murder on Bragg St. that killed 24 YO Kimberly Holder and injured two others. We are now searching for these two suspects and this vehicle. Call 919-834-HELP with info! https://t.co/G65Ps3thyw",7,8,photo,http://pbs.twimg.com/media/EJbQBHwWkAA4HIv.png,EJbQBHwWkAA4HIv.png,1,2,1,2,2,1,2,ADDED,Raleigh,Webb
1.20E+18,11/15/19 16:02,raleighpolice,"🚨👀Red 2008 Dodge Charger tag FMA-1307.
We have made one arrest in last Friday's murder on Bragg St. that killed 24 YO Kimberly Holder and injured two others. We are now searching for these two suspects and this vehicle. Call 919-834-HELP with info! https://t.co/G65Ps3thyw",7,8,photo,http://pbs.twimg.com/media/EJbQBHwWkAA4HIv.png,EJbQBHwWkAA4HIv.png,1,2,1,3,2,2,2,repeat ,Raleigh,Webb
1.20E+18,12/8/19 18:12,raleighpolice,"@ITBInsider We have made arrests in this incident. If anyone has additional information, please call @CrimeStoppersNC at 919-834-HELP https://t.co/qR8Y27D2li",4,0,photo,http://pbs.twimg.com/media/ELXT3T-X0AQ8vq7.jpg,ELXT3T-X0AQ8vq7.jpg,1,2,1,2,2,1,2,ADDED,Raleigh,Webb
